,PST,Max TemperatureF,Mean TemperatureF,Min TemperatureF,Max Dew PointF,MeanDew PointF,Min DewpointF,Max Humidity,Mean Humidity,Min Humidity,Max Sea Level PressureIn,Mean Sea Level PressureIn,Min Sea Level PressureIn,Max VisibilityMiles,Mean VisibilityMiles,Min VisibilityMiles,Max Wind SpeedMPH,Mean Wind SpeedMPH,Max Gust SpeedMPH,PrecipitationIn,CloudCover,Events,WindDirDegrees
2012-08-04 00:00:00-07:00,2012-08-04 00:00:00-07:00,65,60,54,55,52,48,84,74,63,30,29,29,10,10,9.0,23,11.0,26,2015-04-01 00:00:00,6.0,Fog,268
2012-08-05 00:00:00-07:00,2012-08-05 00:00:00-07:00,69,63,57,55,53,50,87,71,55,30,30,29,10,10,8.0,25,13.0,29,0.0,5.0,None,270
2012-08-06 00:00:00-07:00,2012-08-06 00:00:00-07:00,69,63,56,52,51,50,80,68,55,30,30,30,10,10,10.0,30,16.0,33,0.0,4.0,None,275
2012-08-07 00:00:00-07:00,2012-08-07 00:00:00-07:00,69,63,56,52,51,49,86,68,49,30,30,30,10,10,10.0,30,17.0,37,0.0,1.0,None,279
2012-08-08 00:00:00-07:00,2012-08-08 00:00:00-07:00,72,64,55,51,50,49,83,64,44,30,29,29,10,10,10.0,29,15.0,32,0.0,1.0,None,297
2012-08-09 00:00:00-07:00,2012-08-09 00:00:00-07:00,72,63,54,52,51,50,89,69,49,29,29,29,10,10,10.0,29,14.0,35,0.0,2.0,None,296
2012-08-10 00:00:00-07:00,2012-08-10 00:00:00-07:00,66,60,53,51,50,50,89,73,56,29,29,29,10,10,9.0,26,15.0,31,0.0,1.0,Fog,295
2012-08-11 00:00:00-07:00,2012-08-11 00:00:00-07:00,71,62,52,54,50,48,89,69,49,29,29,29,10,10,9.0,28,13.0,32,0.0,1.0,Fog,303
2012-08-12 00:00:00-07:00,2012-08-12 00:00:00-07:00,65,59,53,52,51,50,89,76,63,29,29,29,10,10,9.0,24,15.0,28,0.0,2.0,Fog,296
2012-08-13 00:00:00-07:00,2012-08-13 00:00:00-07:00,70,62,53,52,51,50,93,73,53,29,29,29,10,10,10.0,25,14.0,29,0.0,1.0,None,295
2012-08-14 00:00:00-07:00,2012-08-14 00:00:00-07:00,68,61,54,54,52,50,89,74,58,29,29,29,10,10,10.0,25,13.0,30,0.0,3.0,None,301
2012-08-15 00:00:00-07:00,2012-08-15 00:00:00-07:00,69,63,57,53,52,51,86,70,53,29,29,29,10,10,10.0,22,11.0,26,0.0,3.0,None,290
2012-08-16 00:00:00-07:00,2012-08-16 00:00:00-07:00,70,63,55,55,53,52,86,72,57,29,29,29,10,10,9.0,30,13.0,36,0.0,3.0,Fog,301
2012-08-17 00:00:00-07:00,2012-08-17 00:00:00-07:00,65,60,55,54,52,52,93,78,63,30,29,29,10,10,9.0,29,16.0,35,0.0,5.0,Fog,283
2012-08-18 00:00:00-07:00,2012-08-18 00:00:00-07:00,68,62,56,52,52,51,86,72,58,29,29,29,10,10,9.0,28,14.0,31,2015-04-01 00:00:00,4.0,Fog,295
2012-08-19 00:00:00-07:00,2012-08-19 00:00:00-07:00,65,59,53,52,51,50,93,78,63,29,29,29,10,10,9.0,25,14.0,32,0.0,3.0,Fog,291
2012-08-20 00:00:00-07:00,2012-08-20 00:00:00-07:00,64,58,52,52,50,48,89,77,65,29,29,29,10,10,10.0,26,13.0,31,0.0,4.0,None,292
2012-08-21 00:00:00-07:00,2012-08-21 00:00:00-07:00,65,60,54,52,51,50,86,75,63,29,29,29,10,10,10.0,24,11.0,30,0.0,5.0,None,280
2012-08-22 00:00:00-07:00,2012-08-22 00:00:00-07:00,68,61,54,54,52,50,89,76,63,29,29,29,10,10,9.0,22,11.0,25,0.0,4.0,Fog,279
2012-08-23 00:00:00-07:00,2012-08-23 00:00:00-07:00,67,61,54,54,52,49,86,72,58,29,29,29,10,10,9.0,21,9.0,25,0.0,4.0,Fog,306
2012-08-24 00:00:00-07:00,2012-08-24 00:00:00-07:00,71,62,53,55,51,48,86,70,53,29,29,29,10,10,9.0,25,9.0,31,0.0,1.0,None,310
2012-08-25 00:00:00-07:00,2012-08-25 00:00:00-07:00,67,60,53,52,50,49,89,74,58,29,29,29,10,10,9.0,23,10.0,28,0.0,4.0,Fog,286
2012-08-26 00:00:00-07:00,2012-08-26 00:00:00-07:00,67,62,57,50,49,46,77,63,48,30,29,29,10,10,10.0,22,15.0,28,0.0,5.0,None,265
2012-08-27 00:00:00-07:00,2012-08-27 00:00:00-07:00,75,67,58,56,54,50,87,69,50,30,30,29,10,10,10.0,29,12.0,33,0.0,4.0,None,287
2012-08-28 00:00:00-07:00,2012-08-28 00:00:00-07:00,76,67,57,51,49,48,77,58,38,30,29,29,10,10,10.0,29,14.0,35,0.0,0.0,None,280
2012-08-29 00:00:00-07:00,2012-08-29 00:00:00-07:00,80,67,54,57,51,48,89,63,36,29,29,29,10,10,10.0,24,9.0,29,0.0,0.0,None,307
2012-08-30 00:00:00-07:00,2012-08-30 00:00:00-07:00,67,61,54,52,51,49,83,71,58,29,29,29,10,10,10.0,26,14.0,31,0.0,2.0,None,278
2012-08-31 00:00:00-07:00,2012-08-31 00:00:00-07:00,62,60,57,52,50,49,80,72,64,30,29,29,10,10,8.0,23,13.0,29,0.0,8.0,None,252
2012-09-01 00:00:00-07:00,2012-09-01 00:00:00-07:00,68,61,53,52,49,48,89,69,49,30,30,29,10,10,10.0,22,11.0,25,0.0,5.0,None,266
2012-09-02 00:00:00-07:00,2012-09-02 00:00:00-07:00,74,63,52,56,50,46,93,70,46,30,29,29,10,8,1.0,22,9.0,25,0.0,3.0,Fog,295
2012-09-03 00:00:00-07:00,2012-09-03 00:00:00-07:00,74,63,52,54,50,48,89,68,46,29,29,29,10,10,10.0,24,11.0,28,0.0,1.0,None,296
2012-09-04 00:00:00-07:00,2012-09-04 00:00:00-07:00,64,58,51,52,50,48,89,75,60,30,30,29,10,10,10.0,26,14.0,31,0.0,2.0,None,296
2012-09-05 00:00:00-07:00,2012-09-05 00:00:00-07:00,65,60,54,52,51,49,89,78,67,30,29,29,10,10,8.0,23,10.0,29,0.0,6.0,None,297
2012-09-06 00:00:00-07:00,2012-09-06 00:00:00-07:00,67,61,55,52,50,48,86,69,52,30,29,29,10,10,10.0,28,12.0,33,0.0,4.0,None,285
2012-09-07 00:00:00-07:00,2012-09-07 00:00:00-07:00,68,61,54,51,49,48,83,66,49,30,30,30,10,10,10.0,25,13.0,29,0.0,1.0,None,279
2012-09-08 00:00:00-07:00,2012-09-08 00:00:00-07:00,64,60,56,50,49,48,83,70,56,30,30,29,10,10,10.0,28,17.0,32,0.0,2.0,None,268
2012-09-09 00:00:00-07:00,2012-09-09 00:00:00-07:00,68,62,55,52,50,48,80,68,56,30,29,29,10,10,10.0,30,16.0,37,0.0,3.0,None,270
2012-09-10 00:00:00-07:00,2012-09-10 00:00:00-07:00,75,64,53,54,51,48,89,68,47,29,29,29,10,10,9.0,23,9.0,26,0.0,2.0,None,298
2012-09-11 00:00:00-07:00,2012-09-11 00:00:00-07:00,71,63,54,55,51,49,86,70,53,29,29,29,10,10,9.0,21,9.0,28,0.0,1.0,None,308
2012-09-12 00:00:00-07:00,2012-09-12 00:00:00-07:00,67,61,54,54,53,50,93,78,63,30,30,29,10,10,8.0,22,10.0,28,0.0,3.0,None,296
2012-09-13 00:00:00-07:00,2012-09-13 00:00:00-07:00,66,60,53,53,52,51,93,76,58,30,30,30,10,9,6.0,28,14.0,33,0.0,4.0,None,295
2012-09-14 00:00:00-07:00,2012-09-14 00:00:00-07:00,65,60,54,52,51,50,93,77,60,30,30,30,10,10,9.0,26,16.0,31,0.0,3.0,None,287
2012-09-15 00:00:00-07:00,2012-09-15 00:00:00-07:00,65,59,53,50,49,48,89,73,56,30,30,30,10,10,10.0,25,15.0,31,0.0,3.0,None,290
2012-09-16 00:00:00-07:00,2012-09-16 00:00:00-07:00,66,59,51,51,49,48,89,75,60,30,30,29,10,10,10.0,25,12.0,29,0.0,3.0,None,297
2012-09-17 00:00:00-07:00,2012-09-17 00:00:00-07:00,66,60,54,50,48,48,83,70,56,30,30,30,10,10,10.0,24,10.0,26,0.0,4.0,None,276
2012-09-18 00:00:00-07:00,2012-09-18 00:00:00-07:00,65,59,53,52,48,46,80,68,56,30,30,30,10,10,10.0,24,15.0,30,0.0,5.0,None,274
2012-09-19 00:00:00-07:00,2012-09-19 00:00:00-07:00,64,60,55,50,49,48,77,67,56,30,30,30,10,10,10.0,25,16.0,31,0.0,5.0,None,269
2012-09-20 00:00:00-07:00,2012-09-20 00:00:00-07:00,64,59,54,49,48,47,83,70,56,30,30,30,10,10,10.0,28,17.0,33,0.0,3.0,None,272
2012-09-21 00:00:00-07:00,2012-09-21 00:00:00-07:00,70,62,54,50,48,47,83,64,44,30,29,29,10,10,10.0,25,14.0,30,0.0,5.0,None,287
2012-09-22 00:00:00-07:00,2012-09-22 00:00:00-07:00,73,62,51,54,49,46,83,64,44,29,29,29,10,10,9.0,25,9.0,30,0.0,2.0,None,296
2012-09-23 00:00:00-07:00,2012-09-23 00:00:00-07:00,71,61,50,55,50,46,89,71,53,29,29,29,10,10,2.0,26,10.0,32,0.0,3.0,Fog,289
2012-09-24 00:00:00-07:00,2012-09-24 00:00:00-07:00,68,60,51,54,50,47,89,72,55,29,29,29,10,10,10.0,21,9.0,23,0.0,1.0,None,297
2012-09-25 00:00:00-07:00,2012-09-25 00:00:00-07:00,68,60,52,54,51,47,89,74,59,29,29,29,10,9,6.0,23,9.0,28,0.0,3.0,None,294
2012-09-26 00:00:00-07:00,2012-09-26 00:00:00-07:00,65,59,52,52,50,48,83,73,63,29,29,29,10,9,7.0,21,8.0,26,0.0,3.0,Fog,300
2012-09-27 00:00:00-07:00,2012-09-27 00:00:00-07:00,70,61,51,55,50,48,93,73,53,29,29,29,10,8,2.0,23,9.0,26,0.0,3.0,None,298
2012-09-28 00:00:00-07:00,2012-09-28 00:00:00-07:00,69,61,52,53,51,49,93,78,63,29,29,29,10,10,8.0,20,10.0,24,0.0,3.0,Fog,302
2012-09-29 00:00:00-07:00,2012-09-29 00:00:00-07:00,67,60,53,55,51,48,86,72,58,30,30,29,10,8,2.0,22,8.0,26,0.0,5.0,None,288
2012-09-30 00:00:00-07:00,2012-09-30 00:00:00-07:00,82,67,52,59,50,43,89,62,35,30,30,29,10,10,10.0,22,8.0,26,0.0,0.0,None,305
2012-10-01 00:00:00-07:00,2012-10-01 00:00:00-07:00,91,74,57,58,46,30,72,42,12,30,29,29,10,10,10.0,20,7.0,23,0.0,0.0,None,295
2012-10-02 00:00:00-07:00,2012-10-02 00:00:00-07:00,93,78,62,58,48,39,68,42,16,29,29,29,10,10,10.0,18,5.0,23,0.0,1.0,None,324
2012-10-03 00:00:00-07:00,2012-10-03 00:00:00-07:00,79,70,60,62,54,50,72,57,42,30,29,29,10,10,8.0,12,6.0,22,0.0,1.0,None,300
2012-10-04 00:00:00-07:00,2012-10-04 00:00:00-07:00,72,66,59,55,52,51,75,62,49,30,30,30,10,10,10.0,21,9.0,25,0.0,3.0,None,246
2012-10-05 00:00:00-07:00,2012-10-05 00:00:00-07:00,72,66,59,55,53,50,84,66,47,30,30,30,10,10,10.0,20,9.0,25,0.0,5.0,None,279
2012-10-06 00:00:00-07:00,2012-10-06 00:00:00-07:00,72,64,56,54,50,45,86,63,40,30,30,29,10,10,7.0,18,9.0,23,0.0,3.0,None,278
2012-10-07 00:00:00-07:00,2012-10-07 00:00:00-07:00,70,63,55,52,51,48,86,67,47,30,29,29,10,10,10.0,26,10.0,31,0.0,2.0,None,274
2012-10-08 00:00:00-07:00,2012-10-08 00:00:00-07:00,69,61,53,54,51,47,83,68,53,30,30,30,10,10,10.0,20,7.0,22,0.0,2.0,None,268
2012-10-09 00:00:00-07:00,2012-10-09 00:00:00-07:00,69,62,54,54,52,49,83,69,55,30,30,29,10,10,9.0,18,8.0,22,0,4.0,Rain-Thunderstorm,259
2012-10-10 00:00:00-07:00,2012-10-10 00:00:00-07:00,67,62,56,52,51,48,86,72,58,29,29,29,10,10,10.0,24,11.0,28,0.0,5.0,Thunderstorm,276
2012-10-11 00:00:00-07:00,2012-10-11 00:00:00-07:00,59,58,56,52,49,48,80,74,67,29,29,29,10,10,8.0,15,8.0,20,2015-04-01 00:00:00,8.0,Rain,246
2012-10-12 00:00:00-07:00,2012-10-12 00:00:00-07:00,65,60,55,52,49,45,86,69,52,30,30,29,10,10,7.0,15,8.0,20,0,7.0,Rain,261
2012-10-13 00:00:00-07:00,2012-10-13 00:00:00-07:00,72,62,52,55,51,46,93,69,44,30,30,30,10,10,9.0,24,8.0,29,0.0,2.0,None,286
2012-10-14 00:00:00-07:00,2012-10-14 00:00:00-07:00,71,64,56,56,55,54,93,77,61,30,30,30,10,9,4.0,25,10.0,31,0.0,6.0,None,292
2012-10-15 00:00:00-07:00,2012-10-15 00:00:00-07:00,72,64,55,59,55,54,100,79,57,30,30,29,10,6,0.0,24,10.0,29,0.0,5.0,Fog,264
2012-10-16 00:00:00-07:00,2012-10-16 00:00:00-07:00,72,63,53,60,57,52,97,82,66,30,29,29,10,10,9.0,30,14.0,37,0.0,4.0,None,280
2012-10-17 00:00:00-07:00,2012-10-17 00:00:00-07:00,86,71,55,58,46,28,86,50,13,29,29,29,10,10,10.0,16,3.0,18,0.0,0.0,None,285
2012-10-18 00:00:00-07:00,2012-10-18 00:00:00-07:00,86,72,58,61,52,41,73,50,27,30,29,29,10,10,10.0,29,7.0,33,0.0,0.0,None,152
2012-10-19 00:00:00-07:00,2012-10-19 00:00:00-07:00,70,64,57,60,58,52,87,78,68,30,30,29,10,10,9.0,20,11.0,24,0.0,6.0,Fog,248
2012-10-20 00:00:00-07:00,2012-10-20 00:00:00-07:00,66,60,54,55,51,45,93,77,60,29,29,29,10,9,4.0,33,14.0,39,0.0,5.0,None,269
2012-10-21 00:00:00-07:00,2012-10-21 00:00:00-07:00,62,58,53,49,44,42,72,60,48,29,29,29,10,10,10.0,25,13.0,30,2015-04-01 00:00:00,4.0,Rain,241
2012-10-22 00:00:00-07:00,2012-10-22 00:00:00-07:00,64,60,55,52,48,43,86,67,48,29,29,29,10,8,2.0,26,13.0,35,0,6.0,Rain,205
2012-10-23 00:00:00-07:00,2012-10-23 00:00:00-07:00,63,58,52,49,45,38,83,61,39,30,30,29,10,10,10.0,15,6.0,18,0,6.0,Rain,216
2012-10-24 00:00:00-07:00,2012-10-24 00:00:00-07:00,65,59,53,51,47,42,83,66,48,30,30,30,10,10,7.0,14,8.0,18,0,6.0,Rain,190
2012-10-25 00:00:00-07:00,2012-10-25 00:00:00-07:00,66,61,55,52,50,45,80,68,56,30,30,30,10,8,1.0,18,6.0,None,0,5.0,Rain,32
2012-10-26 00:00:00-07:00,2012-10-26 00:00:00-07:00,71,61,50,55,46,36,87,59,30,30,30,30,10,10,10.0,17,6.0,22,0.0,1.0,None,301
2012-10-27 00:00:00-07:00,2012-10-27 00:00:00-07:00,78,67,55,57,53,50,86,63,39,30,30,29,10,10,10.0,21,5.0,23,0.0,1.0,None,279
2012-10-28 00:00:00-07:00,2012-10-28 00:00:00-07:00,72,64,56,58,54,52,93,75,57,30,29,29,10,10,9.0,30,9.0,33,0.0,1.0,Fog,291
2012-10-29 00:00:00-07:00,2012-10-29 00:00:00-07:00,70,62,53,57,53,51,93,75,57,30,30,30,10,7,0.0,22,8.0,25,0.0,3.0,Fog,293
2012-10-30 00:00:00-07:00,2012-10-30 00:00:00-07:00,66,59,52,55,52,48,93,83,72,30,30,29,10,10,3.0,24,8.0,30,0.0,5.0,None,287
2012-10-31 00:00:00-07:00,2012-10-31 00:00:00-07:00,64,61,57,55,53,51,86,75,63,30,30,29,10,10,9.0,15,7.0,20,0,8.0,Rain,169
2012-11-01 00:00:00-07:00,2012-11-01 00:00:00-07:00,66,61,55,57,54,49,90,79,67,30,30,30,10,9,3.0,18,5.0,21,0,5.0,Rain,274
2012-11-02 00:00:00-07:00,2012-11-02 00:00:00-07:00,65,58,50,52,48,45,83,68,52,30,30,30,10,10,10.0,16,6.0,20,0.0,3.0,None,280
2012-11-03 00:00:00-07:00,2012-11-03 00:00:00-07:00,71,61,51,55,49,45,83,68,52,30,30,30,10,10,10.0,21,5.0,23,0.0,2.0,None,304
2012-11-04 00:00:00-07:00,2012-11-04 00:00:00-07:00,76,66,55,58,53,49,86,65,43,30,30,30,10,10,10.0,15,4.0,16,0.0,1.0,None,312
2012-11-05 00:00:00-08:00,2012-11-05 00:00:00-08:00,79,68,56,59,55,51,90,66,42,30,30,30,10,10,10.0,9,2.0,12,0.0,0.0,None,124
2012-11-06 00:00:00-08:00,2012-11-06 00:00:00-08:00,78,67,56,60,54,51,90,68,46,30,30,29,10,10,7.0,18,5.0,21,0.0,0.0,None,322
2012-11-07 00:00:00-08:00,2012-11-07 00:00:00-08:00,64,59,53,54,51,47,93,83,72,30,30,29,10,8,1.0,22,12.0,28,0.0,6.0,None,259
2012-11-08 00:00:00-08:00,2012-11-08 00:00:00-08:00,61,55,49,48,42,37,74,62,49,29,29,29,10,10,8.0,26,12.0,35,0,6.0,Rain,251
2012-11-09 00:00:00-08:00,2012-11-09 00:00:00-08:00,57,52,46,43,39,36,76,60,43,30,29,29,10,10,10.0,21,8.0,26,0,3.0,Rain-Thunderstorm,276
2012-11-10 00:00:00-08:00,2012-11-10 00:00:00-08:00,59,54,48,41,39,36,66,55,43,30,30,30,10,10,10.0,21,11.0,26,0.0,1.0,None,282
2012-11-11 00:00:00-08:00,2012-11-11 00:00:00-08:00,60,52,43,42,39,35,83,62,40,30,30,30,10,10,7.0,12,2.0,13,0.0,2.0,None,241
2012-11-12 00:00:00-08:00,2012-11-12 00:00:00-08:00,63,53,43,42,40,37,77,60,43,30,30,30,10,10,10.0,9,3.0,13,0.0,1.0,None,248
2012-11-13 00:00:00-08:00,2012-11-13 00:00:00-08:00,65,56,47,46,40,35,76,57,37,30,30,30,10,10,10.0,13,3.0,14,0.0,3.0,None,118
2012-11-14 00:00:00-08:00,2012-11-14 00:00:00-08:00,68,59,50,50,44,41,74,58,42,30,30,30,10,10,10.0,12,4.0,14,0.0,3.0,None,132
2012-11-15 00:00:00-08:00,2012-11-15 00:00:00-08:00,66,57,48,51,46,40,83,66,48,30,29,29,10,10,9.0,24,4.0,29,0.0,5.0,None,110
2012-11-16 00:00:00-08:00,2012-11-16 00:00:00-08:00,63,59,54,56,53,48,87,75,62,29,29,29,10,9,3.0,18,3.0,21,0,8.0,Rain,122
2012-11-17 00:00:00-08:00,2012-11-17 00:00:00-08:00,64,59,54,57,54,50,87,77,67,30,29,29,10,8,2.0,21,11.0,24,0,7.0,Rain,190
2012-11-18 00:00:00-08:00,2012-11-18 00:00:00-08:00,62,57,52,50,45,41,89,69,49,30,30,30,10,10,10.0,14,5.0,17,2015-04-01 00:00:00,6.0,Rain,180
2012-11-19 00:00:00-08:00,2012-11-19 00:00:00-08:00,67,60,52,50,46,40,77,60,42,30,30,30,10,10,10.0,16,8.0,20,0.0,5.0,None,145
2012-11-20 00:00:00-08:00,2012-11-20 00:00:00-08:00,66,62,57,57,54,49,86,77,67,30,30,30,10,10,3.0,21,12.0,30,0,7.0,Rain,154
2012-11-21 00:00:00-08:00,2012-11-21 00:00:00-08:00,64,58,52,58,52,45,90,75,60,30,30,30,10,9,2.0,20,9.0,23,0,5.0,Rain,275
2012-11-22 00:00:00-08:00,2012-11-22 00:00:00-08:00,64,56,47,48,45,42,86,65,44,30,30,30,10,10,10.0,14,4.0,15,0.0,2.0,None,283
2012-11-23 00:00:00-08:00,2012-11-23 00:00:00-08:00,65,57,48,51,48,44,83,66,48,30,30,30,10,10,10.0,8,2.0,10,0.0,1.0,None,21
2012-11-24 00:00:00-08:00,2012-11-24 00:00:00-08:00,67,58,49,52,50,45,93,73,52,30,30,30,10,10,10.0,16,6.0,20,0.0,1.0,None,313
2012-11-25 00:00:00-08:00,2012-11-25 00:00:00-08:00,67,59,51,52,50,48,96,87,77,30,30,29,10,7,0.0,16,5.0,18,0.0,6.0,Fog,206
2012-11-26 00:00:00-08:00,2012-11-26 00:00:00-08:00,60,54,47,52,48,44,96,83,69,30,30,29,10,5,0.0,9,2.0,14,0.0,5.0,Fog,164
2012-11-27 00:00:00-08:00,2012-11-27 00:00:00-08:00,61,55,49,51,48,46,93,77,60,30,30,29,10,8,5.0,14,5.0,16,0.0,6.0,None,122
2012-11-28 00:00:00-08:00,2012-11-28 00:00:00-08:00,63,60,56,55,50,47,84,76,67,30,29,29,10,9,4.0,32,14.0,41,0,7.0,Rain,143
2012-11-29 00:00:00-08:00,2012-11-29 00:00:00-08:00,64,60,55,56,52,48,78,73,67,30,29,29,10,10,5.0,35,14.0,44,0,8.0,Rain,144
2012-11-30 00:00:00-08:00,2012-11-30 00:00:00-08:00,63,60,56,61,58,53,100,89,78,30,29,29,10,6,2.0,40,17.0,54,1,8.0,Rain-Thunderstorm,191
2012-12-01 00:00:00-08:00,2012-12-01 00:00:00-08:00,64,61,58,58,55,52,93,83,72,30,29,29,10,6,2.0,25,13.0,33,0,8.0,Rain,155
2012-12-02 00:00:00-08:00,2012-12-02 00:00:00-08:00,64,58,51,59,53,44,93,77,60,30,29,29,10,8,2.0,44,17.0,53,0,6.0,Rain,226
2012-12-03 00:00:00-08:00,2012-12-03 00:00:00-08:00,59,53,46,48,46,42,93,75,57,30,30,30,10,10,10.0,7,2.0,7,0.0,5.0,None,175
2012-12-04 00:00:00-08:00,2012-12-04 00:00:00-08:00,62,57,52,56,50,42,83,66,48,30,30,30,10,10,9.0,18,6.0,24,2015-04-01 00:00:00,7.0,Rain,148
2012-12-05 00:00:00-08:00,2012-12-05 00:00:00-08:00,62,60,58,58,57,55,90,87,84,30,30,30,10,8,2.0,18,7.0,22,0,8.0,Rain,30
2012-12-06 00:00:00-08:00,2012-12-06 00:00:00-08:00,60,56,51,55,48,45,93,78,62,30,30,30,10,10,6.0,21,9.0,24,0.0,5.0,None,281
2012-12-07 00:00:00-08:00,2012-12-07 00:00:00-08:00,60,53,46,50,46,42,86,75,64,30,30,30,10,10,10.0,15,5.0,16,0.0,2.0,None,276
2012-12-08 00:00:00-08:00,2012-12-08 00:00:00-08:00,59,53,46,48,45,38,89,67,44,30,30,30,10,10,9.0,12,4.0,15,0.0,5.0,None,23
2012-12-09 00:00:00-08:00,2012-12-09 00:00:00-08:00,65,56,46,47,42,38,86,63,40,30,30,30,10,10,10.0,9,2.0,10,0.0,2.0,None,155
2012-12-10 00:00:00-08:00,2012-12-10 00:00:00-08:00,66,59,52,49,45,42,77,61,45,30,30,30,10,10,10.0,17,6.0,21,0.0,0.0,None,61
2012-12-11 00:00:00-08:00,2012-12-11 00:00:00-08:00,58,52,46,50,46,41,89,80,71,30,29,29,10,8,0.0,22,7.0,26,2015-04-01 00:00:00,5.0,Fog-Rain,245
2012-12-12 00:00:00-08:00,2012-12-12 00:00:00-08:00,55,51,46,49,42,37,89,72,54,29,29,29,10,10,5.0,18,8.0,24,0,5.0,Rain,271
2012-12-13 00:00:00-08:00,2012-12-13 00:00:00-08:00,54,48,42,40,38,36,82,64,46,29,29,29,10,10,10.0,13,5.0,16,0.0,2.0,None,281
2012-12-14 00:00:00-08:00,2012-12-14 00:00:00-08:00,53,48,42,43,40,37,83,71,59,30,29,29,10,10,10.0,12,4.0,13,2015-04-01 00:00:00,6.0,None,310
2012-12-15 00:00:00-08:00,2012-12-15 00:00:00-08:00,49,45,40,44,40,37,86,79,71,30,30,30,10,10,6.0,20,6.0,25,0,6.0,Rain,140
2012-12-16 00:00:00-08:00,2012-12-16 00:00:00-08:00,57,52,47,51,45,41,86,79,71,30,30,30,10,10,3.0,16,6.0,23,0,8.0,Rain,142
2012-12-17 00:00:00-08:00,2012-12-17 00:00:00-08:00,59,55,50,54,48,39,93,78,63,30,30,29,10,8,1.0,21,12.0,26,0,6.0,Rain,254
2012-12-18 00:00:00-08:00,2012-12-18 00:00:00-08:00,53,49,44,38,31,28,66,54,41,30,30,30,10,10,10.0,28,13.0,33,0.0,1.0,None,297
2012-12-19 00:00:00-08:00,2012-12-19 00:00:00-08:00,51,44,36,34,29,18,82,55,27,30,30,30,10,10,10.0,9,3.0,10,0.0,1.0,None,139
2012-12-20 00:00:00-08:00,2012-12-20 00:00:00-08:00,60,49,37,41,36,30,79,62,44,30,30,30,10,10,10.0,30,13.0,39,0.0,4.0,None,162
2012-12-21 00:00:00-08:00,2012-12-21 00:00:00-08:00,58,55,52,52,47,40,93,74,55,29,29,29,10,8,2.0,35,17.0,43,0,8.0,Rain,148
2012-12-22 00:00:00-08:00,2012-12-22 00:00:00-08:00,59,55,50,52,47,44,96,79,62,30,29,29,10,8,4.0,32,15.0,52,0,7.0,Rain,205
2012-12-23 00:00:00-08:00,2012-12-23 00:00:00-08:00,61,56,51,57,51,45,93,83,72,30,29,29,10,7,2.0,38,16.0,47,1,7.0,Rain,206
2012-12-24 00:00:00-08:00,2012-12-24 00:00:00-08:00,56,51,46,45,42,37,93,74,54,30,30,30,10,10,10.0,13,5.0,15,2015-04-01 00:00:00,4.0,None,336
2012-12-25 00:00:00-08:00,2012-12-25 00:00:00-08:00,54,49,44,48,42,38,86,79,71,30,29,29,10,10,5.0,26,7.0,36,0,7.0,Rain,217
2012-12-26 00:00:00-08:00,2012-12-26 00:00:00-08:00,55,52,48,49,43,40,80,73,66,30,30,29,10,9,3.0,26,14.0,33,0,5.0,Rain,285
2012-12-27 00:00:00-08:00,2012-12-27 00:00:00-08:00,54,50,46,44,40,36,82,68,54,30,30,30,10,10,10.0,15,6.0,20,0.0,3.0,None,314
2012-12-28 00:00:00-08:00,2012-12-28 00:00:00-08:00,50,46,41,41,39,37,89,75,61,30,30,30,10,10,6.0,13,5.0,14,0,7.0,Rain,95
2012-12-29 00:00:00-08:00,2012-12-29 00:00:00-08:00,54,49,44,43,40,37,82,71,59,30,30,30,10,9,5.0,20,8.0,22,0,5.0,Rain,54
2012-12-30 00:00:00-08:00,2012-12-30 00:00:00-08:00,55,48,40,42,38,32,89,70,50,30,30,30,10,10,10.0,15,4.0,17,0.0,2.0,None,283
2012-12-31 00:00:00-08:00,2012-12-31 00:00:00-08:00,53,45,37,39,33,25,76,56,35,30,30,30,10,10,10.0,9,3.0,21,0.0,4.0,None,158
2013-01-01 00:00:00-08:00,2013-01-01 00:00:00-08:00,53,48,42,40,37,34,83,69,54,30,30,30,10,10,9.0,20,8.0,22,2015-04-01 00:00:00,2.0,None,77
2013-01-02 00:00:00-08:00,2013-01-02 00:00:00-08:00,55,46,37,44,36,31,85,68,50,30,30,30,10,10,10.0,8,3.0,22,0.0,0.0,None,140
2013-01-03 00:00:00-08:00,2013-01-03 00:00:00-08:00,53,45,37,42,37,33,85,73,61,30,30,30,10,10,9.0,8,1.0,9,0.0,2.0,None,126
2013-01-04 00:00:00-08:00,2013-01-04 00:00:00-08:00,55,48,40,42,38,35,82,68,54,30,30,30,10,10,8.0,8,3.0,9,0.0,2.0,None,116
2013-01-05 00:00:00-08:00,2013-01-05 00:00:00-08:00,53,47,41,48,44,36,93,85,76,30,30,30,10,8,3.0,22,3.0,24,0,7.0,Rain,151
2013-01-06 00:00:00-08:00,2013-01-06 00:00:00-08:00,52,50,47,46,42,41,86,77,68,30,30,30,10,10,4.0,24,8.0,26,2015-04-01 00:00:00,7.0,Rain,358
2013-01-07 00:00:00-08:00,2013-01-07 00:00:00-08:00,57,49,41,49,45,39,93,83,72,30,30,30,10,9,8.0,12,3.0,14,0.0,4.0,None,312
2013-01-08 00:00:00-08:00,2013-01-08 00:00:00-08:00,56,50,43,47,44,40,92,79,66,30,30,30,10,9,4.0,7,2.0,9,0.0,2.0,None,18
